1,816.573152177542,782.6843729275457,895.8296427878091,[ 15  62  89 116 143 187 213 242 280 302 341 374 405 427 464 498],[ 15  48  87 125 147 176 205 225 282 302 341 374 395 427 458 498],807.5860909801078,"[15, 62, 116, 143, 176, 213, 242, 280, 299, 330, 367, 405, 427, 464, 498, 93]",1527.7302977043992,"[31, 48, 85, 117, 143, 176, 218, 251, 277, 302, 342, 368, 395, 423, 458, 498]"
2,833.1284327355417,790.4605232396088,921.1619682354975,[  1  51  93 117 143 179 215 250 281 313 339 371 406 430 464 496],[  1  56  82 118 143 182 214 250 281 307 339 350 402 430 464 497],781.4890007884071,"[31, 53, 117, 143, 179, 207, 250, 275, 299, 329, 371, 400, 430, 464, 496, 93]",1175.1295743246865,"[16, 62, 95, 123, 154, 174, 207, 241, 281, 301, 329, 369, 393, 430, 464, 484]"
3,949.296893117783,896.3171303724516,1025.787768087622,[ 17  49  79 112 150 165 197 242 269 300 343 350 404 427 466 489],[  3  33  79 124 150 165 195 239 276 300 338 369 404 426 458 472],879.1995391710421,"[17, 49, 124, 150, 184, 212, 242, 274, 300, 338, 369, 404, 427, 468, 489, 79]",1229.7025458078497,"[3, 49, 90, 114, 158, 174, 212, 236, 275, 300, 337, 372, 404, 429, 468, 493]"
4,962.4013023235523,921.8947961126262,999.7805719325829,[ 13  48  80 122 152 179 216 240 278 313 335 371 394 431 457 499],[  6  35  67 122 152 162 206 240 278 313 343 371 394 431 463 499],901.0008513947579,"[26, 48, 114, 154, 179, 207, 242, 274, 312, 343, 373, 394, 431, 463, 499, 85]",1279.4621844510973,"[10, 50, 91, 125, 151, 188, 207, 242, 273, 303, 331, 362, 396, 437, 466, 484]"
5,749.2726342793205,716.5744786924314,779.9929190256103,[  3  56  88 123 153 161 212 248 277 302 337 375 405 431 459 491],[  9  56  80 114 152 189 209 241 266 304 329 361 406 434 459 473],778.2826151080283,"[25, 56, 114, 144, 181, 212, 248, 277, 302, 329, 364, 406, 434, 464, 487, 93]",1297.2674738582855,"[24, 56, 87, 122, 144, 189, 212, 238, 281, 307, 334, 366, 398, 435, 461, 491]"
6,915.338198307032,878.8638990778294,982.8907034743692,[  9  51  88 122 152 176 210 245 270 303 332 370 401 434 454 491],[ 30  54  88 113 146 178 218 245 279 308 338 370 400 429 454 491],844.0711369416063,"[25, 51, 122, 146, 187, 206, 245, 282, 303, 332, 370, 391, 434, 454, 484, 87]",1387.8541659041227,"[2, 56, 84, 127, 157, 185, 211, 244, 282, 313, 331, 370, 391, 436, 467, 493]"
7,713.4544358748196,687.7718088391014,767.9957914811124,[ 26  53  89 125 147 188 220 241 275 301 337 364 392 436 454 488],[ 26  36  90 125 143 188 216 241 280 301 334 364 399 436 454 488],770.9588674951113,"[26, 58, 125, 154, 188, 207, 251, 278, 302, 333, 364, 400, 433, 464, 491, 80]",1022.0303760316386,"[30, 55, 79, 114, 146, 181, 215, 241, 282, 305, 343, 370, 402, 428, 468, 494]"
8,857.8152445330977,744.9239635191018,931.2527726040116,[  6  48  86 119 146 177 219 251 267 305 340 365 400 423 461 497],[  6  57  81 121 148 185 209 251 267 312 342 362 400 423 461 494],739.1876736635869,"[17, 58, 112, 157, 175, 220, 244, 267, 312, 336, 362, 392, 434, 459, 489, 81]",1527.6495345576836,"[3, 51, 79, 118, 150, 174, 205, 237, 267, 312, 336, 370, 400, 428, 460, 486]"
9,915.6970757337781,729.8335814647032,1147.925547470491,[ 20  62  92 114 132 178 212 237 282 298 335 360 400 423 455 489],[  5  52  84 114 157 188 211 229 279 311 335 374 400 423 468 473],718.2369532980409,"[20, 62, 92, 114, 150, 189, 212, 237, 298, 331, 360, 400, 423, 455, 489, 282]",1457.1103830648249,"[9, 51, 94, 113, 145, 178, 219, 241, 281, 313, 335, 364, 394, 429, 459, 493]"
10,706.2210558095798,581.7249186397087,901.7702283160628,[ 10  58  80 121 151 178 217 247 279 311 335 361 395 430 455 493],[  8  40  88 112 152 179 209 247 276 300 340 359 398 437 461 493],569.4555881155828,"[10, 59, 88, 119, 152, 178, 218, 245, 302, 335, 361, 402, 430, 455, 493, 276]",1102.606893019984,"[4, 52, 88, 119, 146, 178, 217, 245, 276, 304, 335, 361, 406, 437, 455, 493]"
