1,1135.310062473195,969.4387560144113,1504.8561809532798,[ 62 186 253 388 454],[ 78 160 289 353 495],1370.4829274540577,"[38, 177, 373, 489, 276]",2902.295334514605,"[88, 188, 260, 382, 476]"
2,2285.2347633550726,2093.8620446444593,2692.303633489191,[ 48 142 242 316 380 473],[ 48 159 169 311 380 473],2907.8936446802204,"[76, 161, 311, 380, 469, 169]",4677.866546480605,"[46, 161, 212, 332, 396, 477]"
3,3210.0533263222655,2701.980737321423,3823.069157390826,[  4 128 205 257 349 397 467],[ 26 132 154 262 349 397 467],3066.498152222982,"[69, 143, 196, 282, 325, 494, 404]",5539.004747571759,"[33, 141, 193, 270, 339, 395, 470]"
4,3393.7230017838215,2687.9842761144014,4258.046556812803,[ 11 120 185 251 285 366 437 491],[ 53 112 135 234 285 371 426 491],3425.275202391228,"[11, 120, 251, 308, 363, 407, 479, 169]",3728.019731834503,"[53, 102, 173, 234, 306, 347, 426, 492]"
5,3884.5229088990986,3375.25665261928,4780.858824412234,[ 35 105 158 216 230 333 367 420 489],[ 26  96 153 217 265 323 375 425 482],2920.4771010316567,"[35, 105, 201, 256, 325, 367, 420, 489, 158]",6027.766225757353,"[38, 98, 148, 223, 263, 325, 374, 435, 474]"
6,3882.339631813952,3111.079519420055,4917.148441739684,[ 26  85 129 179 234 293 332 395 426 482],[ 36  86 134 178 243 258 328 357 435 485],3465.761430242831,"[45, 90, 197, 243, 276, 341, 396, 446, 498, 142]",5063.491923282708,"[23, 89, 130, 190, 243, 285, 332, 377, 434, 476]"
7,3813.914389342038,3112.8813764488405,5154.514429838152,[ 38  77 133 164 221 265 304 349 395 448 492],[  1  74 134 161 210 256 303 326 395 437 492],2925.850905008459,"[38, 77, 161, 228, 265, 304, 343, 395, 448, 492, 133]",4841.270572502685,"[7, 77, 129, 161, 210, 259, 304, 343, 397, 451, 491]"
8,4553.614118815842,3472.327205892856,5304.203592296554,[ 28  73 111 167 202 236 293 316 368 409 445 479],[ 29  73 122 157 174 251 256 315 340 414 442 497],4142.6856740668545,"[0, 72, 148, 202, 251, 277, 326, 367, 414, 455, 497, 122]",8053.45533826728,"[20, 79, 104, 157, 192, 251, 277, 333, 371, 401, 455, 497]"
9,6056.033702249329,5209.776454745428,7268.984640043938,[ 19  69 110 149 194 216 237 306 343 371 423 446 496],[  3  66  82 154 194 228 262 306 339 371 410 457 490],4712.422380027316,"[20, 58, 137, 187, 218, 256, 308, 338, 379, 423, 456, 493, 108]",7462.248538203336,"[20, 64, 97, 142, 187, 222, 256, 308, 338, 371, 423, 446, 496]"
10,5493.783243865318,4895.087984624611,6585.766940041588,[  6  68 102 135 169 212 249 286 312 349 390 426 452 487],[ 26  56  77 135 168 212 246 286 292 349 390 425 452 470],5057.838284387038,"[6, 63, 104, 179, 212, 249, 285, 313, 349, 390, 425, 452, 487, 135]",8458.024564498555,"[5, 58, 103, 141, 179, 210, 245, 275, 317, 359, 389, 429, 447, 487]"
