21,1417.1235536905738,1206.6797161904267,1689.0135455949294,[ 90 204 376 487 642],[  3 251 333 508 646],1586.273913244389,"[27, 236, 482, 646, 333]",3378.2355902915406,"[90, 207, 336, 482, 618]",178.0011715888977,56.10979866981506,75.78859329223633
22,1666.3388608312418,1190.5184919381472,2501.8189113303824,[110 243 393 477 654],[ 33 232 348 408 558],1397.163646922472,"[33, 267, 516, 669, 369]",3046.869545539018,"[84, 228, 348, 485, 672]",366.76575112342834,85.8117048740387,82.54244112968445
23,1384.4456874280538,1049.1859496345655,2553.9859116760435,[ 94 271 379 547 645],[ 94 263 294 531 679],1429.0549735156249,"[73, 241, 526, 679, 374]",3595.2551655600705,"[40, 231, 401, 522, 696]",215.85322642326355,61.30518841743469,91.4356791973114
24,1622.6000313433285,1206.3868424453908,2419.40867867484,[ 13 286 367 560 701],[ 13 266 291 543 654],1206.3868424453906,"[13, 286, 560, 701, 367]",2380.43971781199,"[45, 265, 419, 560, 677]",391.6105902194977,82.18340229988098,102.61879515647888
25,1973.7953765473364,1790.810428937671,2509.3565999383572,[ 96 299 378 589 694],[ 96 272 378 469 695],2149.4595437351786,"[96, 266, 562, 694, 384]",2259.0260468893002,"[93, 276, 393, 588, 741]",315.6973969936371,110.19255709648132,112.49144291877747
26,1742.95691561326,1387.3610187477937,2755.8750198416174,[  3 293 408 579 714],[ 19 263 329 590 748],1853.1406982796007,"[3, 258, 546, 714, 323]",2794.043701406098,"[19, 283, 441, 567, 751]",297.4402210712433,67.199467420578,122.9813871383667
27,2059.1110783669524,1254.4723753420594,3008.42826508971,[ 70 309 446 577 796],[ 86 281 331 605 782],1892.8778252339866,"[17, 319, 444, 723, 497]",3781.452546613492,"[70, 254, 423, 593, 736]",379.2443058490753,125.38496255874634,137.90597414970398
28,1957.0666624786413,1158.5214108097528,2589.2577921542443,[126 323 483 656 807],[ 92 325 346 608 678],1988.533037901721,"[92, 271, 602, 784, 434]",2707.924270952063,"[7, 314, 416, 643, 784]",481.73178267478943,90.56799387931824,141.67743158340454
29,2086.4666208633116,1236.6132355491795,2358.7498857552664,[130 262 472 599 768],[ 45 271 447 611 849],1209.252194303496,"[130, 272, 599, 768, 472]",2183.3448737376016,"[45, 295, 494, 641, 777]",432.19287848472595,106.02668905258179,158.2661030292511
30,1827.2347283338815,1352.0649114065027,2930.2223689638745,[ 59 262 495 657 821],[  8 304 363 695 868],1539.9108762002995,"[59, 262, 653, 821, 495]",3579.5185623688963,"[47, 262, 458, 698, 822]",337.0791063308716,193.3003749847412,183.8614239692688
