20,4150.967294006265,3524.168812981613,5349.806563773066,[  53  201  303  430  552  663  779  908 1029 1139],[  42  225  331  456  543  684  781  819  981 1126],3996.277355019619,"[53, 214, 443, 538, 659, 802, 896, 1015, 1095, 294]",6265.212067119743,"[6, 184, 310, 448, 519, 653, 755, 906, 977, 1111]",2294.499607563019,199.21939492225647,373.04220271110535
21,4073.6627257536047,3362.488488379448,4946.386147823939,[   3  181  312  458  587  678  817  948 1025 1151],[   3  182  329  458  576  609  817  943 1064 1151],3510.048944330859,"[74, 232, 453, 543, 662, 810, 908, 1057, 1156, 353]",8318.912467386619,"[34, 209, 358, 463, 573, 679, 784, 923, 1079, 1149]",3586.47811293602,367.68053102493286,418.720157623291
22,4289.600572498773,3520.935801731444,5141.861182257138,[  99  234  316  476  579  748  862  955 1109 1227],[   0  237  359  441  585  707  856  893 1109 1216],3649.691634962534,"[99, 234, 476, 579, 743, 862, 954, 1062, 1227, 316]",8027.221801321735,"[108, 220, 319, 450, 603, 743, 864, 945, 1068, 1212]",2860.845604658127,375.4896945953369,474.943918466568
23,4725.679890452003,4123.347396300281,6196.68698481913,[  36  211  370  517  622  760  870  988 1128 1278],[  59  141  384  401  638  760  897  988 1145 1292],4828.375146995322,"[36, 256, 493, 635, 729, 862, 1028, 1137, 1278, 371]",8557.833232522877,"[68, 229, 339, 470, 608, 745, 902, 994, 1123, 1235]",2966.092875480652,503.4597511291504,535.2786729335785
24,3806.018531647121,3358.537327750704,4990.064111574103,[ 128  213  392  499  628  767  917 1054 1195 1285],[  18  233  348  420  549  760  918 1047 1201 1285],3343.890380958726,"[128, 242, 499, 628, 767, 893, 1054, 1195, 1285, 392]",8377.018517657592,"[30, 249, 398, 536, 643, 804, 905, 1054, 1195, 1285]",3649.7466518878937,442.741961479187,617.9313535690308
25,4414.479491606251,3579.0596941878916,5947.379267977423,[  26  214  419  490  640  788  945 1083 1206 1389],[  26  232  410  547  664  712  971 1073 1206 1349],5110.777572850082,"[99, 223, 497, 654, 824, 971, 1073, 1214, 1349, 410]",7428.156115951812,"[74, 276, 387, 535, 655, 839, 946, 1101, 1203, 1398]",4169.3713166713715,335.78235960006714,694.5158698558807
26,4815.105575159735,3989.743378165576,6356.841751441822,[  77  256  372  539  698  861  969 1145 1238 1412],[   9  273  372  528  673  849  976 1025 1237 1324],4688.151039110221,"[9, 278, 378, 551, 674, 833, 976, 1287, 1425, 1123]",8242.553447623282,"[59, 250, 428, 540, 701, 809, 1003, 1149, 1297, 1391]",6459.870802164078,393.89645528793335,766.8040797710419
27,5050.045760428377,4276.955949326667,6047.561291874584,[ 148  293  416  534  746  868 1008 1135 1336 1442],[  16  236  316  590  746  861 1047 1192 1336 1480],5196.938795993614,"[148, 293, 534, 711, 861, 992, 1137, 1342, 1469, 419]",9026.45185890145,"[80, 293, 376, 538, 720, 845, 992, 1150, 1342, 1469]",4674.7064571380615,314.6841688156128,834.4023950099945
28,5235.482306751962,4429.678798025672,6152.542083421116,[ 104  298  331  595  769  896 1020 1213 1393 1497],[ 152  245  458  467  769  873 1020 1190 1340 1529],5448.596829953369,"[104, 298, 614, 769, 855, 1020, 1182, 1393, 1472, 331]",8112.771689423881,"[79, 271, 422, 544, 741, 911, 1020, 1217, 1352, 1473]",4862.491737127304,631.2280023097992,909.6223995685577
29,4627.166144487607,4249.7802572460505,5255.091784691896,[ 121  305  403  596  750  917 1068 1263 1384 1522],[ 121  314  426  596  750  956 1079 1228 1394 1522],4268.72457072777,"[112, 279, 608, 784, 918, 1079, 1228, 1404, 1521, 426]",8384.787184987532,"[39, 293, 463, 573, 730, 921, 1091, 1262, 1363, 1521]",4836.652837514877,898.6062915325165,1086.2262105941772
