1,4456.021017,3799.073382,5340.690225,[  1  31  49  72  96 117 136 157 179 197],[  0  32  57  60  98 111 139 151 170 197],3659.536782,"[7, 32, 51, 70, 98, 117, 139, 177, 196, 150]",6318.013412,"[9, 32, 50, 70, 98, 113, 139, 159, 177, 197]",,,,,,-139.5365994
2,3820.600695,3252.612545,4290.098064,[  7  46  74  88 120 140 167 193 222 243],[  1  30  68  96 116 140 167 188 222 247],3154.00956,"[2, 47, 96, 116, 140, 163, 188, 220, 243, 68]",3740.821077,"[0, 47, 68, 96, 116, 140, 163, 188, 220, 243]",,,,,,-98.60298471
3,3597.084914,2907.269036,4318.980491,[  5  51  78 113 135 172 204 232 256 293],[ 12  37  89 114 135 166 209 237 260 293],2907.269036,"[5, 51, 113, 135, 172, 204, 232, 256, 293, 78]",4006.314556,"[23, 47, 87, 113, 135, 171, 200, 232, 262, 293]",,,,,,0
4,4172.611716,3506.296207,5036.767191,[  2  54  98 133 163 205 232 262 300 338],[  0  52  96 139 172 181 232 266 303 349],3506.803152,"[26, 68, 126, 160, 207, 227, 276, 300, 347, 95]",6106.063226,"[4, 63, 91, 137, 171, 197, 235, 262, 311, 340]",,,,,,0.50694494
5,4370.767284,4115.221197,4758.399386,[ 23  72 117 146 190 206 270 303 350 396],[ 23  62 113 146 186 233 278 305 347 381],4267.166017,"[0, 72, 147, 186, 229, 267, 300, 347, 381, 112]",6686.29004,"[37, 72, 102, 155, 196, 239, 276, 308, 340, 394]",,,,,,151.9448208
6,3994.392947,3469.559314,4806.548262,[ 44  87 120 178 205 247 299 348 393 445],[ 44  78 112 175 184 233 311 337 388 445],3643.916195,"[44, 76, 175, 203, 254, 298, 349, 397, 439, 130]",6992.8526,"[37, 69, 130, 175, 205, 249, 306, 346, 388, 442]",,,,,,174.3568813
7,4801.587895,4252.678961,5528.471565,[ 19  85 147 197 233 280 332 377 443 478],[ 31  59 147 184 246 281 307 355 425 478],4408.54869,"[19, 77, 197, 248, 275, 326, 377, 443, 479, 147]",7386.088474,"[19, 99, 146, 186, 247, 293, 331, 396, 438, 484]",,,,,,155.8697287
8,4415.553333,3614.611342,5644.14035,[ 39  91 146 207 261 311 358 431 474 537],[ 50  98 140 205 269 322 384 414 481 542],3720.992465,"[39, 91, 207, 261, 311, 374, 431, 468, 537, 146]",6743.938202,"[30, 98, 160, 216, 265, 309, 373, 429, 477, 539]",,,,,,106.3811228
9,4197.170003,3528.530259,5098.646341,[  9 110 152 213 277 336 412 471 538 592],[ 27  71 169 214 292 355 412 476 539 570],4047.734848,"[28, 118, 223, 285, 350, 412, 471, 522, 571, 160]",6319.823226,"[49, 117, 168, 234, 270, 344, 412, 473, 511, 582]",,,,,,519.2045894
10,4442.050471,3593.922957,5292.845685,[ 20 121 174 241 320 383 442 516 568 631],[ 36 101 185 204 300 361 437 510 568 631],3521.806005,"[20, 104, 244, 316, 383, 432, 516, 568, 631, 174]",7305.773828,"[60, 120, 175, 244, 315, 364, 432, 516, 553, 620]",,,,,,-72.11695206
