21,4607.140967939415,3880.4094085179513,5366.592359810371,[   0  205  310  449  546  701  821  929 1064 1150],[  20  181  301  439  564  674  794  856 1022 1093],5198.751531320305,"[52, 225, 468, 583, 673, 794, 941, 1074, 1161, 301]",6766.70639613688,"[115, 181, 305, 446, 595, 701, 813, 956, 1069, 1194]",160.66170573234558,622.1515731811523,461.04546308517456
22,4506.309159976595,3470.653544152314,5570.633528223205,[ 124  231  358  476  617  723  869  981 1099 1224],[  13  190  358  493  583  723  761  961 1067 1218],4363.137537312367,"[124, 212, 479, 622, 701, 822, 971, 1099, 1248, 314]",6456.645621563194,"[20, 212, 333, 441, 562, 697, 848, 982, 1098, 1235]",182.26696586608887,371.5561783313751,481.1194169521332
23,4621.441194491031,3976.567958008014,5287.010386413573,[  55  232  345  495  587  722  854 1009 1106 1241],[  55  205  373  404  587  722  854  988 1106 1265],4275.375499751643,"[55, 232, 477, 631, 722, 854, 1035, 1117, 1241, 345]",8790.092679446536,"[31, 221, 373, 477, 638, 775, 865, 1035, 1122, 1274]",175.73243403434753,476.0988299846649,541.5698924064636
24,4996.938155629271,4222.533893733526,5665.628590860293,[  10  212  284  480  627  805  943 1069 1148 1300],[  82  148  371  422  616  790  894 1034 1148 1321],5202.714133444909,"[17, 210, 525, 638, 780, 943, 1034, 1148, 1321, 371]",9121.185662461157,"[45, 246, 379, 495, 637, 799, 902, 1027, 1148, 1300]",198.4167914390564,411.2900061607361,598.6274271011353
25,4838.170017267171,4084.5622350099356,5854.768044641173,[  89  219  367  550  663  827  945 1117 1190 1336],[  89  268  388  527  578  827  945 1100 1190 1336],4519.9406167051475,"[18, 259, 527, 690, 825, 972, 1072, 1219, 1377, 388]",8834.02506069682,"[89, 225, 407, 499, 690, 806, 910, 1091, 1219, 1377]",126.4082543849945,443.12395000457764,677.6014015674591
26,4623.504200393244,3955.6048181323404,5909.896806000709,[   8  227  384  529  708  849  974 1141 1302 1448],[  54  242  399  559  677  808  881 1123 1247 1399],3835.103223944343,"[8, 232, 529, 699, 849, 974, 1141, 1302, 1448, 384]",7295.864683945405,"[30, 232, 390, 558, 668, 835, 998, 1087, 1255, 1404]",207.8057291507721,448.8247113227844,744.799875497818
27,4045.227314812485,3226.6527873277673,5481.4401897643575,[  27  284  416  577  675  840 1016 1178 1337 1499],[  72  229  410  593  689  832  981 1065 1336 1426],3578.5909104143,"[27, 284, 549, 675, 840, 978, 1178, 1337, 1499, 416]",6627.745796537316,"[97, 262, 376, 567, 742, 888, 981, 1170, 1345, 1438]",353.78668570518494,569.3386936187744,827.2066187858582
28,4552.200645242221,3905.5140643595714,6389.021838789482,[ 106  257  406  615  699  906 1040 1194 1369 1497],[  31  274  331  604  730  868 1034 1169 1358 1546],4289.108821230782,"[106, 257, 552, 753, 906, 1062, 1192, 1345, 1497, 323]",8630.75914671271,"[28, 238, 460, 610, 741, 898, 1024, 1237, 1392, 1516]",245.39232325553894,555.9099378585815,916.4072706699371
29,4503.811914161083,4202.979164964864,5411.537715273859,[  87  271  441  577  731  934 1054 1219 1430 1585],[  87  253  403  493  652  890 1106 1225 1430 1529],4827.97059070099,"[87, 256, 577, 731, 934, 1117, 1219, 1388, 1585, 337]",9136.28874884275,"[33, 266, 443, 631, 722, 906, 1088, 1200, 1416, 1523]",172.3065891265869,781.3412313461304,1004.7622101306915
30,4432.81714497562,3810.830087197073,5256.778898624611,[ 126  314  416  650  803  913 1092 1283 1444 1629],[ 126  288  473  650  744  921 1143 1282 1444 1597],3458.490355705433,"[1, 325, 643, 815, 944, 1143, 1257, 1446, 1624, 448]",6493.4790133829565,"[1, 281, 426, 596, 771, 979, 1132, 1302, 1478, 1621]",684.8679871559143,975.0725734233856,1088.2311701774597
